sale_id,product_id,customer_id,store_id,date_id,total_amount,quantity_sold
2648.0,846.0,695.0,16.0,53.0,805.9,3.0
2649.0,592.0,831.0,67.0,107.0,2008.1,5.0
2650.0,271.0,232.0,57.0,54.0,369.54,1.0
2651.0,459.0,882.0,62.0,144.0,2132.98,5.0
2652.0,3.0,493.0,41.0,204.0,2033.8,8.0
2653.0,716.0,520.0,18.0,156.0,881.43,10.0
2654.0,841.0,730.0,19.0,229.0,1927.2,10.0
2655.0,122.0,975.0,68.0,24.0,273.04,2.0
2656.0,576.0,519.0,91.0,165.0,2090.24,6.0
2657.0,552.0,262.0,38.0,116.0,967.79,5.0
2658.0,171.0,523.0,45.0,124.0,1537.68,9.0
2659.0,52.0,404.0,61.0,34.0,4849.57,10.0
2660.0,196.0,963.0,55.0,235.0,1593.5,4.0
2661.0,809.0,706.0,41.0,245.0,88.78,1.0
2662.0,188.0,560.0,90.0,65.0,501.98,4.0
2663.0,446.0,141.0,4.0,271.0,4017.58,10.0
2664.0,736.0,175.0,92.0,181.0,976.15,5.0
2665.0,566.0,127.0,6.0,258.0,1151.9,6.0
2666.0,646.0,459.0,100.0,342.0,1220.44,7.0
2667.0,264.0,926.0,55.0,46.0,1783.72,5.0
2668.0,707.0,835.0,50.0,219.0,2048.83,9.0
2669.0,991.0,802.0,83.0,188.0,2480.26,6.0
2670.0,589.0,857.0,10.0,273.0,467.13,5.0
2671.0,494.0,352.0,93.0,239.0,77.55,1.0
2672.0,303.0,524.0,76.0,109.0,361.71,5.0
2673.0,544.0,229.0,10.0,172.0,3768.99,8.0
2674.0,984.0,649.0,87.0,274.0,374.23,1.0
2675.0,714.0,905.0,91.0,29.0,2363.06,6.0
2676.0,124.0,591.0,20.0,60.0,2311.77,9.0
2677.0,621.0,851.0,77.0,259.0,1274.7,4.0
2678.0,58.0,249.0,76.0,28.0,2126.66,10.0
2679.0,558.0,148.0,97.0,160.0,546.92,3.0
2680.0,407.0,333.0,53.0,299.0,666.36,10.0
2681.0,304.0,867.0,41.0,148.0,678.54,2.0
2682.0,486.0,952.0,47.0,73.0,1695.97,6.0
2683.0,108.0,264.0,18.0,39.0,245.25,2.0
2684.0,232.0,840.0,69.0,188.0,133.64,6.0
2685.0,246.0,314.0,16.0,174.0,304.22,3.0
2686.0,142.0,996.0,85.0,293.0,32.81,1.0
2687.0,295.0,482.0,25.0,35.0,754.99,4.0
2688.0,525.0,469.0,72.0,63.0,612.17,3.0
2689.0,494.0,687.0,77.0,93.0,625.72,3.0
2690.0,380.0,957.0,72.0,230.0,1230.98,7.0
2691.0,219.0,429.0,80.0,27.0,1710.85,9.0
2692.0,822.0,1.0,6.0,139.0,318.42,5.0
2693.0,877.0,848.0,82.0,360.0,444.09,1.0
2694.0,11.0,558.0,93.0,299.0,328.56,1.0
2695.0,613.0,842.0,61.0,323.0,474.19,2.0
2696.0,555.0,223.0,100.0,30.0,360.55,3.0
2697.0,175.0,643.0,48.0,180.0,1314.06,9.0
2698.0,285.0,376.0,35.0,5.0,1421.94,9.0
2699.0,6.0,608.0,26.0,58.0,439.67,2.0
2700.0,272.0,848.0,83.0,357.0,3041.68,9.0
2701.0,102.0,708.0,30.0,87.0,1653.66,5.0
2702.0,585.0,306.0,10.0,143.0,522.15,5.0
2703.0,876.0,370.0,90.0,329.0,322.12,1.0
2704.0,813.0,267.0,87.0,176.0,1733.55,5.0
2705.0,917.0,468.0,70.0,8.0,422.1,2.0
2706.0,74.0,989.0,72.0,276.0,2567.6,6.0
2707.0,353.0,626.0,29.0,349.0,1663.69,4.0
2708.0,698.0,206.0,99.0,324.0,1421.88,4.0
2709.0,618.0,746.0,54.0,252.0,2066.29,5.0
2710.0,837.0,545.0,82.0,27.0,343.08,3.0
2711.0,857.0,410.0,96.0,123.0,2609.98,6.0
2712.0,484.0,992.0,87.0,135.0,1966.82,8.0
2713.0,83.0,863.0,54.0,128.0,1459.04,4.0
2714.0,145.0,550.0,6.0,58.0,3565.66,9.0
2715.0,999.0,5.0,37.0,197.0,3825.93,9.0
2716.0,161.0,217.0,4.0,43.0,1253.36,8.0
2717.0,207.0,266.0,58.0,302.0,2853.36,7.0
2718.0,56.0,591.0,37.0,77.0,1360.19,8.0
2719.0,666.0,487.0,98.0,4.0,1838.11,4.0
2720.0,596.0,932.0,94.0,95.0,1147.1,4.0
2721.0,588.0,893.0,68.0,228.0,983.15,2.0
2722.0,329.0,159.0,15.0,67.0,494.41,2.0
2723.0,941.0,32.0,3.0,251.0,100.8,2.0
2724.0,322.0,55.0,1.0,270.0,1338.94,5.0
2725.0,317.0,646.0,46.0,45.0,107.57,10.0
2726.0,70.0,650.0,64.0,146.0,165.25,8.0
2727.0,691.0,825.0,59.0,243.0,452.68,2.0
2728.0,862.0,407.0,64.0,114.0,3572.34,9.0
2729.0,328.0,550.0,5.0,338.0,286.32,3.0
2730.0,83.0,332.0,77.0,72.0,362.81,2.0
2731.0,762.0,379.0,52.0,195.0,518.81,5.0
2732.0,940.0,705.0,90.0,44.0,3034.76,7.0
2733.0,613.0,753.0,19.0,271.0,1915.23,4.0
2734.0,375.0,753.0,13.0,219.0,1103.5,3.0
2735.0,536.0,77.0,13.0,55.0,4550.12,10.0
2736.0,947.0,822.0,82.0,8.0,3126.73,8.0
2737.0,700.0,28.0,66.0,59.0,2972.38,7.0
2738.0,905.0,465.0,98.0,42.0,391.98,3.0
2739.0,129.0,444.0,50.0,290.0,526.1,3.0
2740.0,338.0,759.0,81.0,6.0,385.16,1.0
2741.0,27.0,117.0,4.0,144.0,2100.29,6.0
2742.0,10.0,391.0,30.0,115.0,1453.13,3.0
2743.0,832.0,493.0,44.0,26.0,545.64,5.0
2744.0,126.0,44.0,25.0,33.0,710.78,8.0
2745.0,704.0,325.0,15.0,292.0,2101.62,9.0
2746.0,155.0,869.0,68.0,265.0,155.99,1.0
2747.0,507.0,681.0,18.0,160.0,164.47,3.0
2748.0,878.0,231.0,39.0,194.0,526.69,5.0
2749.0,169.0,640.0,75.0,41.0,2805.32,6.0
2750.0,396.0,153.0,43.0,259.0,1936.27,5.0
2751.0,747.0,140.0,94.0,298.0,232.45,1.0
2752.0,549.0,460.0,4.0,236.0,421.2,2.0
2753.0,533.0,661.0,51.0,70.0,1927.89,8.0
2754.0,568.0,481.0,4.0,194.0,867.2,5.0
2755.0,463.0,110.0,87.0,125.0,455.63,5.0
2756.0,764.0,875.0,20.0,86.0,1291.03,6.0
2757.0,428.0,829.0,3.0,165.0,520.52,3.0
2758.0,211.0,564.0,43.0,80.0,132.39,6.0
2759.0,797.0,668.0,5.0,22.0,398.71,5.0
2760.0,169.0,40.0,18.0,153.0,956.35,10.0
2761.0,237.0,300.0,2.0,79.0,2945.26,9.0
2762.0,968.0,157.0,53.0,348.0,3978.87,8.0
2763.0,32.0,478.0,70.0,303.0,1435.01,7.0
2764.0,94.0,390.0,18.0,360.0,1719.22,6.0
2765.0,767.0,552.0,91.0,288.0,1910.64,10.0
2766.0,228.0,235.0,34.0,168.0,2712.0,6.0
2767.0,15.0,390.0,37.0,235.0,2297.13,6.0
2768.0,526.0,930.0,20.0,58.0,2375.82,7.0
2769.0,394.0,650.0,47.0,243.0,342.47,1.0
2770.0,111.0,50.0,79.0,229.0,1636.63,9.0
2771.0,488.0,480.0,62.0,115.0,2620.45,6.0
2772.0,773.0,123.0,47.0,363.0,216.62,9.0
2773.0,248.0,400.0,91.0,150.0,314.76,1.0
2774.0,332.0,257.0,43.0,298.0,648.81,8.0
2775.0,390.0,455.0,1.0,264.0,257.06,1.0
2776.0,609.0,197.0,83.0,229.0,955.34,3.0
2777.0,997.0,733.0,31.0,8.0,1470.62,5.0
2778.0,512.0,805.0,36.0,72.0,1313.87,3.0
2779.0,439.0,68.0,37.0,305.0,514.66,3.0
2780.0,645.0,54.0,23.0,154.0,74.01,2.0
2781.0,790.0,943.0,64.0,143.0,1545.71,4.0
2782.0,65.0,257.0,83.0,355.0,1264.95,8.0
2783.0,590.0,869.0,90.0,332.0,603.94,3.0
2784.0,374.0,493.0,90.0,124.0,1246.6,10.0
2785.0,343.0,861.0,44.0,288.0,1275.66,5.0
2786.0,391.0,460.0,38.0,81.0,245.47,5.0
2787.0,244.0,742.0,68.0,315.0,124.01,9.0
2788.0,562.0,574.0,71.0,215.0,15.11,3.0
2789.0,499.0,388.0,6.0,173.0,1964.44,7.0
2790.0,778.0,520.0,100.0,174.0,3917.17,8.0
2791.0,866.0,598.0,90.0,135.0,108.09,5.0
2792.0,658.0,486.0,19.0,260.0,1130.13,5.0
2793.0,828.0,926.0,55.0,342.0,1642.27,4.0
2794.0,100.0,748.0,79.0,205.0,469.55,8.0
2795.0,694.0,44.0,41.0,78.0,2541.15,10.0
2796.0,621.0,525.0,71.0,197.0,222.72,7.0
2797.0,385.0,816.0,9.0,72.0,3133.38,10.0
2798.0,283.0,57.0,38.0,190.0,84.7,1.0
2799.0,723.0,273.0,93.0,28.0,2433.4,6.0
2800.0,997.0,620.0,84.0,212.0,4484.18,9.0
2801.0,2.0,100.0,1.0,203.0,2705.18,10.0
2802.0,364.0,950.0,20.0,290.0,61.92,9.0
2803.0,816.0,856.0,81.0,78.0,1062.95,3.0
2804.0,511.0,804.0,39.0,248.0,1976.97,9.0
2805.0,860.0,593.0,8.0,298.0,2693.07,10.0
2806.0,139.0,696.0,12.0,237.0,4775.38,10.0
2807.0,821.0,411.0,80.0,159.0,167.22,3.0
2808.0,618.0,173.0,21.0,186.0,1709.45,10.0
2809.0,60.0,367.0,61.0,276.0,3728.78,9.0
2810.0,440.0,169.0,42.0,254.0,778.81,3.0
2811.0,236.0,701.0,65.0,134.0,1622.5,4.0
2812.0,579.0,112.0,75.0,237.0,2397.67,6.0
2813.0,537.0,25.0,58.0,153.0,1500.72,4.0
2814.0,819.0,770.0,66.0,68.0,826.74,8.0
2815.0,98.0,489.0,82.0,239.0,3753.74,9.0
2816.0,420.0,938.0,30.0,290.0,1333.09,4.0
2817.0,344.0,537.0,51.0,187.0,2480.46,5.0
2818.0,29.0,254.0,71.0,348.0,1980.44,7.0
2819.0,668.0,740.0,95.0,184.0,624.35,4.0
2820.0,581.0,375.0,8.0,291.0,586.77,10.0
2821.0,328.0,299.0,25.0,151.0,246.64,2.0
2822.0,135.0,903.0,31.0,271.0,1580.46,5.0
2823.0,757.0,743.0,32.0,149.0,1718.73,5.0
2824.0,70.0,814.0,73.0,278.0,1479.68,3.0
2825.0,532.0,35.0,32.0,6.0,1944.99,8.0
2826.0,392.0,170.0,29.0,315.0,1039.14,3.0
2827.0,294.0,296.0,80.0,356.0,422.47,5.0
2828.0,79.0,522.0,60.0,64.0,3674.21,8.0
2829.0,376.0,235.0,27.0,335.0,581.76,9.0
2830.0,103.0,920.0,64.0,253.0,1679.8,10.0
2831.0,225.0,869.0,84.0,214.0,151.38,1.0
2832.0,901.0,861.0,78.0,229.0,2500.83,9.0
2833.0,891.0,126.0,95.0,335.0,4250.49,9.0
2834.0,503.0,196.0,52.0,312.0,891.01,4.0
2835.0,692.0,834.0,79.0,8.0,3479.02,8.0
2836.0,612.0,554.0,83.0,202.0,822.1,2.0
2837.0,36.0,967.0,60.0,17.0,331.4,1.0
2838.0,574.0,626.0,58.0,185.0,58.47,5.0
2839.0,167.0,24.0,56.0,167.0,2776.91,6.0
2840.0,349.0,138.0,61.0,10.0,1377.24,5.0
2841.0,337.0,416.0,64.0,306.0,2246.19,6.0
2842.0,752.0,734.0,61.0,277.0,1246.58,5.0
2843.0,787.0,309.0,77.0,238.0,410.33,2.0
2844.0,20.0,132.0,71.0,227.0,3610.26,8.0
2845.0,556.0,50.0,47.0,304.0,1119.1,4.0
2846.0,621.0,421.0,72.0,254.0,399.59,1.0
2847.0,320.0,153.0,43.0,34.0,565.36,7.0
2848.0,301.0,314.0,98.0,184.0,2586.51,10.0
2849.0,823.0,378.0,95.0,52.0,3842.9,10.0
2850.0,522.0,739.0,93.0,116.0,59.25,4.0
2851.0,922.0,486.0,94.0,294.0,173.12,10.0
2852.0,496.0,992.0,49.0,86.0,2189.78,9.0
2853.0,483.0,766.0,73.0,70.0,1848.25,5.0
2854.0,876.0,695.0,89.0,28.0,2039.39,5.0
2855.0,834.0,619.0,100.0,359.0,1584.06,6.0
2856.0,802.0,282.0,87.0,4.0,3425.18,10.0
2857.0,171.0,372.0,53.0,308.0,657.51,6.0
2858.0,4.0,431.0,45.0,247.0,1924.83,8.0
2859.0,57.0,435.0,55.0,29.0,837.76,4.0
2860.0,270.0,856.0,38.0,9.0,943.21,8.0
2861.0,69.0,276.0,61.0,28.0,1813.72,6.0
2862.0,98.0,928.0,37.0,82.0,427.11,1.0
2863.0,502.0,282.0,27.0,280.0,764.75,6.0
2864.0,272.0,657.0,23.0,43.0,765.35,7.0
2865.0,213.0,815.0,41.0,28.0,692.52,9.0
2866.0,615.0,459.0,56.0,111.0,514.43,4.0
2867.0,736.0,13.0,84.0,139.0,2956.25,6.0
2868.0,148.0,45.0,91.0,205.0,3715.8,10.0
2869.0,169.0,922.0,60.0,304.0,1516.08,7.0
2870.0,758.0,252.0,34.0,325.0,49.21,1.0
2871.0,369.0,6.0,35.0,167.0,672.13,5.0
2872.0,52.0,95.0,23.0,303.0,1690.56,7.0
2873.0,104.0,718.0,35.0,245.0,4971.12,10.0
2874.0,866.0,706.0,84.0,1.0,2387.82,10.0
2875.0,39.0,825.0,84.0,142.0,1679.77,6.0
2876.0,535.0,297.0,69.0,183.0,735.88,3.0
2877.0,191.0,547.0,48.0,232.0,3211.23,9.0
2878.0,935.0,412.0,87.0,100.0,283.94,1.0
2879.0,901.0,999.0,11.0,299.0,1343.18,4.0
2880.0,742.0,777.0,78.0,14.0,487.32,2.0
2881.0,230.0,907.0,89.0,338.0,3428.49,8.0
2882.0,31.0,500.0,100.0,321.0,1923.07,4.0
2883.0,505.0,18.0,13.0,258.0,921.85,2.0
2884.0,879.0,103.0,59.0,282.0,331.48,4.0
2885.0,750.0,861.0,13.0,81.0,361.42,6.0
2886.0,436.0,92.0,61.0,171.0,3445.41,7.0
2887.0,962.0,348.0,71.0,253.0,176.51,4.0
2888.0,80.0,753.0,60.0,358.0,1190.47,4.0
2889.0,687.0,914.0,72.0,195.0,3495.04,10.0
2890.0,184.0,206.0,45.0,111.0,3919.56,10.0
2891.0,911.0,123.0,45.0,363.0,471.66,3.0
2892.0,69.0,842.0,78.0,127.0,2156.8,8.0
2893.0,817.0,709.0,39.0,100.0,111.1,2.0
2894.0,280.0,357.0,82.0,125.0,2870.23,8.0
2895.0,422.0,325.0,16.0,303.0,1185.0,6.0
2896.0,947.0,177.0,81.0,280.0,1229.54,3.0
2897.0,964.0,641.0,29.0,285.0,618.12,2.0
2898.0,777.0,596.0,13.0,25.0,973.08,2.0
2899.0,884.0,838.0,58.0,260.0,2094.76,5.0
2900.0,824.0,662.0,2.0,123.0,1501.61,4.0
2901.0,38.0,141.0,48.0,122.0,186.83,1.0
2902.0,302.0,532.0,32.0,70.0,592.85,3.0
2903.0,989.0,250.0,73.0,157.0,2200.59,9.0
2904.0,838.0,213.0,80.0,15.0,216.52,1.0
2905.0,626.0,768.0,56.0,91.0,2390.2,6.0
2906.0,682.0,300.0,53.0,104.0,365.42,1.0
2907.0,56.0,125.0,71.0,226.0,1068.67,6.0
2908.0,657.0,474.0,74.0,353.0,977.86,7.0
2909.0,420.0,308.0,34.0,128.0,2118.04,7.0
2910.0,51.0,157.0,30.0,261.0,61.64,3.0
2911.0,129.0,13.0,44.0,171.0,817.68,4.0
2912.0,424.0,782.0,77.0,247.0,2321.78,9.0
2913.0,833.0,711.0,64.0,225.0,1357.55,8.0
2914.0,648.0,604.0,78.0,254.0,1365.29,3.0
2915.0,209.0,439.0,20.0,154.0,1939.26,8.0
2916.0,164.0,647.0,67.0,355.0,152.23,1.0
2917.0,256.0,184.0,70.0,119.0,350.87,3.0
2918.0,444.0,664.0,80.0,200.0,1786.69,6.0
2919.0,494.0,469.0,57.0,137.0,217.25,1.0
2920.0,806.0,457.0,56.0,139.0,3123.28,9.0
2921.0,439.0,988.0,54.0,359.0,924.35,4.0
2922.0,132.0,540.0,61.0,115.0,1431.65,7.0
2923.0,689.0,750.0,46.0,36.0,49.36,4.0
2924.0,693.0,805.0,32.0,214.0,676.66,8.0
2925.0,564.0,282.0,39.0,92.0,191.56,2.0
2926.0,866.0,197.0,50.0,241.0,2067.32,6.0
2927.0,718.0,989.0,71.0,327.0,1723.82,10.0
2928.0,796.0,384.0,99.0,128.0,637.92,2.0
2929.0,284.0,798.0,79.0,52.0,2190.52,6.0
2930.0,919.0,645.0,35.0,285.0,267.06,5.0
2931.0,754.0,949.0,20.0,223.0,267.94,1.0
2932.0,761.0,656.0,49.0,316.0,2373.12,6.0
2933.0,711.0,258.0,80.0,220.0,394.53,6.0
2934.0,492.0,772.0,65.0,261.0,3392.8,10.0
2935.0,926.0,417.0,75.0,190.0,348.87,2.0
2936.0,562.0,599.0,86.0,249.0,2665.82,7.0
2937.0,437.0,766.0,89.0,249.0,603.62,3.0
2938.0,203.0,515.0,60.0,97.0,405.78,2.0
2939.0,488.0,693.0,24.0,231.0,536.98,4.0
2940.0,713.0,142.0,47.0,89.0,327.48,1.0
2941.0,677.0,552.0,11.0,166.0,129.24,1.0
2942.0,724.0,150.0,11.0,128.0,1453.6,9.0
2943.0,4.0,520.0,18.0,147.0,1067.98,9.0
2944.0,766.0,129.0,86.0,330.0,68.53,10.0
2945.0,959.0,980.0,28.0,9.0,3481.01,8.0
2946.0,682.0,662.0,4.0,64.0,1472.5,5.0
2947.0,981.0,641.0,52.0,232.0,1241.15,4.0
2948.0,306.0,503.0,61.0,356.0,10.83,2.0
2949.0,335.0,512.0,35.0,94.0,332.29,5.0
2950.0,226.0,412.0,87.0,292.0,1746.2,8.0
2951.0,700.0,675.0,73.0,66.0,238.47,1.0
2952.0,39.0,244.0,39.0,122.0,3514.44,8.0
2953.0,378.0,512.0,80.0,178.0,1802.46,4.0
2954.0,115.0,946.0,12.0,110.0,3063.17,7.0
2955.0,569.0,483.0,7.0,27.0,428.25,9.0
2956.0,700.0,613.0,96.0,357.0,319.4,1.0
2957.0,139.0,595.0,64.0,212.0,1025.48,4.0
2958.0,511.0,920.0,40.0,159.0,2591.17,10.0
2959.0,269.0,547.0,84.0,98.0,2044.48,7.0
2960.0,409.0,10.0,14.0,337.0,347.25,4.0
2961.0,272.0,841.0,97.0,227.0,1743.29,4.0
2962.0,331.0,849.0,30.0,70.0,276.44,2.0
2963.0,149.0,529.0,3.0,190.0,1646.62,4.0
2964.0,427.0,782.0,22.0,260.0,692.68,7.0
2965.0,125.0,341.0,97.0,72.0,1793.49,4.0
2966.0,491.0,475.0,87.0,147.0,253.39,1.0
2967.0,878.0,760.0,91.0,230.0,564.21,3.0
2968.0,110.0,229.0,72.0,196.0,3800.8,10.0
2969.0,526.0,121.0,9.0,197.0,2213.81,10.0
2970.0,110.0,678.0,70.0,215.0,2663.32,6.0
2971.0,336.0,666.0,43.0,217.0,789.42,6.0
2972.0,680.0,574.0,6.0,36.0,1079.19,7.0
2973.0,305.0,910.0,5.0,54.0,1105.12,9.0
2974.0,360.0,532.0,79.0,255.0,1322.1,4.0
2975.0,895.0,827.0,71.0,95.0,3394.16,7.0
2976.0,305.0,728.0,1.0,270.0,533.72,2.0
2977.0,421.0,376.0,80.0,175.0,128.38,2.0
2978.0,163.0,213.0,86.0,176.0,39.15,1.0
2979.0,19.0,75.0,39.0,8.0,1194.91,3.0
2980.0,294.0,701.0,43.0,149.0,3174.64,7.0
2981.0,560.0,695.0,97.0,319.0,712.62,2.0
2982.0,946.0,484.0,65.0,142.0,511.82,7.0
2983.0,73.0,890.0,85.0,324.0,755.71,6.0
2984.0,809.0,826.0,10.0,107.0,79.73,8.0
2985.0,934.0,930.0,54.0,259.0,843.63,2.0
2986.0,78.0,288.0,39.0,325.0,1894.69,6.0
2987.0,975.0,947.0,100.0,26.0,799.95,9.0
2988.0,251.0,612.0,75.0,42.0,3362.27,7.0
2989.0,311.0,626.0,12.0,317.0,1638.76,9.0
2990.0,97.0,567.0,36.0,333.0,291.12,2.0
2991.0,495.0,843.0,68.0,178.0,1859.48,4.0
2992.0,870.0,150.0,37.0,120.0,771.83,2.0
2993.0,625.0,717.0,90.0,135.0,156.05,2.0
2994.0,352.0,402.0,73.0,99.0,1616.77,7.0
2995.0,612.0,326.0,4.0,341.0,3246.75,7.0
2996.0,961.0,135.0,12.0,359.0,881.65,2.0
2997.0,752.0,382.0,8.0,288.0,1165.63,8.0
2998.0,793.0,999.0,88.0,176.0,273.21,1.0
2999.0,889.0,716.0,98.0,217.0,1286.46,9.0
3000.0,340.0,347.0,97.0,86.0,270.93,1.0
3001.0,194.0,812.0,25.0,348.0,4428.58,10.0
3002.0,547.0,888.0,77.0,125.0,4630.94,10.0
3003.0,143.0,183.0,22.0,241.0,1033.89,8.0
3004.0,496.0,178.0,56.0,128.0,1292.82,3.0
3005.0,798.0,198.0,15.0,288.0,441.48,7.0
3006.0,488.0,243.0,77.0,153.0,1014.66,5.0
3007.0,709.0,834.0,40.0,304.0,1147.11,3.0
3008.0,510.0,793.0,44.0,180.0,1889.85,6.0
3009.0,540.0,541.0,37.0,41.0,1046.51,3.0
3010.0,944.0,937.0,76.0,276.0,1850.12,10.0
3011.0,954.0,993.0,100.0,96.0,1489.77,3.0
3012.0,167.0,831.0,24.0,73.0,963.86,2.0
3013.0,334.0,478.0,67.0,245.0,795.08,3.0
3014.0,869.0,379.0,34.0,134.0,1653.69,4.0
3015.0,496.0,609.0,95.0,287.0,1345.09,8.0
3016.0,751.0,656.0,83.0,235.0,1571.0,9.0
3017.0,578.0,642.0,53.0,110.0,300.95,9.0
3018.0,576.0,582.0,25.0,171.0,1498.38,3.0
3019.0,106.0,566.0,90.0,262.0,3174.63,9.0
3020.0,223.0,349.0,41.0,78.0,2338.72,6.0
3021.0,422.0,99.0,70.0,14.0,238.63,6.0
3022.0,145.0,548.0,7.0,105.0,596.69,3.0
3023.0,437.0,425.0,21.0,73.0,3129.16,7.0
3024.0,805.0,899.0,35.0,125.0,603.38,3.0
3025.0,769.0,839.0,58.0,106.0,1453.56,3.0
3026.0,702.0,292.0,28.0,48.0,4237.19,10.0
3027.0,963.0,854.0,1.0,324.0,2048.94,10.0
3028.0,519.0,612.0,39.0,168.0,865.43,8.0
3029.0,854.0,884.0,45.0,286.0,891.8,2.0
3030.0,383.0,997.0,19.0,271.0,2031.96,9.0
3031.0,888.0,562.0,29.0,283.0,3513.61,8.0
3032.0,690.0,286.0,36.0,94.0,2407.1,5.0
3033.0,163.0,751.0,13.0,121.0,2846.62,7.0
3034.0,176.0,814.0,72.0,76.0,1481.13,8.0
3035.0,569.0,699.0,79.0,100.0,2142.43,9.0
3036.0,703.0,559.0,46.0,109.0,813.82,2.0
3037.0,609.0,702.0,48.0,141.0,678.49,3.0
3038.0,812.0,483.0,88.0,267.0,115.95,1.0
3039.0,453.0,911.0,54.0,194.0,1794.32,10.0
3040.0,510.0,625.0,42.0,78.0,3896.17,8.0
3041.0,41.0,812.0,26.0,174.0,1231.9,6.0
3042.0,19.0,624.0,98.0,140.0,463.62,4.0
3043.0,295.0,637.0,25.0,158.0,888.48,2.0
3044.0,877.0,603.0,92.0,93.0,1679.75,7.0
3045.0,780.0,400.0,69.0,2.0,233.37,1.0
3046.0,330.0,607.0,61.0,252.0,855.02,2.0
3047.0,457.0,207.0,87.0,347.0,1732.72,6.0
3048.0,97.0,975.0,4.0,346.0,329.14,3.0
3049.0,431.0,7.0,9.0,183.0,244.47,9.0
3050.0,874.0,546.0,29.0,185.0,2154.67,9.0
3051.0,897.0,867.0,89.0,352.0,1849.94,5.0
3052.0,620.0,836.0,90.0,243.0,1638.29,5.0
3053.0,909.0,897.0,85.0,138.0,1509.52,10.0
3054.0,280.0,529.0,19.0,128.0,1638.75,5.0
3055.0,727.0,680.0,19.0,311.0,4694.5,10.0
3056.0,753.0,251.0,40.0,15.0,24.72,1.0
3057.0,534.0,978.0,54.0,290.0,374.12,3.0
3058.0,688.0,632.0,20.0,31.0,1153.23,5.0
3059.0,501.0,359.0,12.0,59.0,501.23,2.0
3060.0,436.0,697.0,90.0,253.0,179.25,10.0
3061.0,11.0,771.0,64.0,152.0,70.88,1.0
3062.0,865.0,231.0,25.0,322.0,2631.84,8.0
3063.0,148.0,558.0,51.0,328.0,751.63,2.0
3064.0,312.0,369.0,65.0,221.0,2954.46,7.0
3065.0,908.0,558.0,70.0,365.0,1897.26,5.0
3066.0,263.0,529.0,31.0,273.0,777.4,8.0
3067.0,714.0,641.0,86.0,324.0,749.7,9.0
3068.0,518.0,146.0,16.0,325.0,1562.65,5.0
3069.0,188.0,990.0,13.0,172.0,122.47,1.0
3070.0,946.0,453.0,58.0,51.0,1035.88,3.0
3071.0,919.0,344.0,34.0,118.0,1857.23,9.0
3072.0,751.0,634.0,3.0,53.0,1668.5,7.0
3073.0,587.0,575.0,54.0,361.0,3343.9,8.0
3074.0,291.0,542.0,1.0,74.0,435.9,2.0
3075.0,636.0,889.0,76.0,322.0,3567.52,9.0
3076.0,999.0,910.0,84.0,24.0,2422.49,8.0
3077.0,370.0,835.0,8.0,241.0,2214.83,10.0
3078.0,433.0,456.0,86.0,278.0,4905.84,10.0
3079.0,542.0,98.0,19.0,316.0,806.22,7.0
3080.0,829.0,32.0,73.0,6.0,256.07,4.0
3081.0,251.0,319.0,91.0,107.0,2996.61,9.0
3082.0,233.0,692.0,41.0,64.0,3056.69,10.0
3083.0,677.0,25.0,93.0,304.0,1691.85,8.0
3084.0,575.0,995.0,44.0,17.0,3860.37,8.0
3085.0,527.0,228.0,59.0,61.0,1769.06,10.0
3086.0,482.0,936.0,19.0,301.0,342.71,10.0
3087.0,214.0,665.0,26.0,244.0,373.81,1.0
3088.0,102.0,161.0,44.0,65.0,2031.94,9.0
3089.0,153.0,427.0,98.0,153.0,309.81,2.0
3090.0,226.0,850.0,92.0,205.0,271.96,8.0
3091.0,44.0,525.0,97.0,50.0,499.28,6.0
3092.0,810.0,693.0,94.0,326.0,871.56,5.0
3093.0,171.0,145.0,48.0,364.0,22.43,3.0
3094.0,671.0,29.0,59.0,219.0,2461.38,7.0
3095.0,357.0,231.0,5.0,69.0,394.4,3.0
3096.0,352.0,323.0,11.0,259.0,798.38,4.0
3097.0,620.0,970.0,69.0,217.0,399.36,1.0
3098.0,299.0,226.0,22.0,146.0,1017.11,4.0
3099.0,467.0,732.0,47.0,201.0,1147.02,6.0
3100.0,893.0,511.0,62.0,52.0,842.05,7.0
3101.0,880.0,39.0,5.0,2.0,286.26,10.0
3102.0,322.0,888.0,46.0,288.0,63.19,2.0
3103.0,963.0,224.0,12.0,340.0,3821.25,8.0
3104.0,865.0,554.0,33.0,258.0,2185.69,7.0
3105.0,937.0,304.0,15.0,188.0,709.44,10.0
3106.0,435.0,406.0,13.0,176.0,328.8,1.0
3107.0,205.0,663.0,74.0,355.0,1312.03,5.0
3108.0,668.0,45.0,37.0,229.0,729.74,6.0
3109.0,440.0,946.0,42.0,35.0,1226.65,8.0
3110.0,247.0,401.0,43.0,323.0,1289.44,9.0
3111.0,976.0,621.0,2.0,177.0,3790.96,10.0
3112.0,20.0,805.0,94.0,299.0,286.29,1.0
3113.0,814.0,237.0,70.0,53.0,2599.2,7.0
3114.0,826.0,424.0,56.0,336.0,126.59,2.0
3115.0,489.0,191.0,55.0,199.0,1265.89,5.0
3116.0,802.0,112.0,24.0,220.0,2488.54,5.0
3117.0,51.0,314.0,50.0,209.0,468.23,1.0
3118.0,54.0,55.0,74.0,82.0,1683.39,8.0
3119.0,153.0,953.0,62.0,345.0,389.37,7.0
